"StateFIPS","State","CountyFIPS","County","Year","Value","Data Comment","Number of people","Concentration"
"06","California","06067","Sacramento","2014","54%","","786,934","Concentration: (0-<=10)"
"06","California","06067","Sacramento","2014","0%","","0","Concentration: (>10)"
"06","California","06067","Sacramento","2014","46%","","678,430","Concentration: (not-detected)"
"06","California","06067","Sacramento","2015","32%","","422,581","Concentration: (0-<=10)"
"06","California","06067","Sacramento","2015","0%","","0","Concentration: (>10)"
"06","California","06067","Sacramento","2015","68%","","886,070","Concentration: (not-detected)"
"06","California","06067","Sacramento","2016","48%","","659,722","Concentration: (0-<=10)"
"06","California","06067","Sacramento","2016","0%","","0","Concentration: (>10)"
"06","California","06067","Sacramento","2016","52%","","721,069","Concentration: (not-detected)"
"06","California","06067","Sacramento","2017","27%","","318,804","Concentration: (0-<=10)"
"06","California","06067","Sacramento","2017","0%","","0","Concentration: (>10)"
"06","California","06067","Sacramento","2017","73%","","881,806","Concentration: (not-detected)"
"06","California","06067","Sacramento","2018","29%","","423,400","Concentration: (0-<=10)"
"06","California","06067","Sacramento","2018","0%","","0","Concentration: (>10)"
"06","California","06067","Sacramento","2018","71%","","1,048,785","Concentration: (not-detected)"
"06","California","06067","Sacramento","2019","42%","","640,045","Concentration: (0-<=10)"
"06","California","06067","Sacramento","2019","0%","","0","Concentration: (>10)"
"06","California","06067","Sacramento","2019","58%","","879,186","Concentration: (not-detected)"
"06","California","06067","Sacramento","2020","33%","","410,780","Concentration: (0-<=10)"
"06","California","06067","Sacramento","2020","0%","","0","Concentration: (>10)"
"06","California","06067","Sacramento","2020","67%","","850,681","Concentration: (not-detected)"
"06","California","06069","San Benito","1999","50%","","2,747","Concentration: (0-<=10)"
"06","California","06069","San Benito","1999","0%","","0","Concentration: (>10)"
"06","California","06069","San Benito","1999","50%","","2,790","Concentration: (not-detected)"
"06","California","06069","San Benito","2000","96%","","3,131","Concentration: (0-<=10)"
"06","California","06069","San Benito","2000","2%","","80","Concentration: (>10)"
"06","California","06069","San Benito","2000","1%","","40","Concentration: (not-detected)"
"06","California","06069","San Benito","2001","49%","","2,882","Concentration: (0-<=10)"
"06","California","06069","San Benito","2001","1%","","80","Concentration: (>10)"
"06","California","06069","San Benito","2001","50%","","2,972","Concentration: (not-detected)"
"06","California","06069","San Benito","2002","58%","","3,819","Concentration: (0-<=10)"
"06","California","06069","San Benito","2002","0%","","25","Concentration: (>10)"
"06","California","06069","San Benito","2002","41%","","2,700","Concentration: (not-detected)"
"06","California","06069","San Benito","2003","90%","","26,689","Concentration: (0-<=10)"
"06","California","06069","San Benito","2003","0%","","25","Concentration: (>10)"
"06","California","06069","San Benito","2003","10%","","2,864","Concentration: (not-detected)"
"06","California","06069","San Benito","2004","57%","","3,775","Concentration: (0-<=10)"
"06","California","06069","San Benito","2004","0%","","25","Concentration: (>10)"
"06","California","06069","San Benito","2004","43%","","2,820","Concentration: (not-detected)"
"06","California","06069","San Benito","2005","88%","","21,009","Concentration: (0-<=10)"
"06","California","06069","San Benito","2005","0%","","25","Concentration: (>10)"
"06","California","06069","San Benito","2005","12%","","2,864","Concentration: (not-detected)"
"06","California","06069","San Benito","2006","94%","","43,534","Concentration: (0-<=10)"
"06","California","06069","San Benito","2006","0%","","80","Concentration: (>10)"
"06","California","06069","San Benito","2006","6%","","2,834","Concentration: (not-detected)"
"06","California","06069","San Benito","2007","94%","","6,302","Concentration: (0-<=10)"
"06","California","06069","San Benito","2007","1%","","80","Concentration: (>10)"
"06","California","06069","San Benito","2007","4%","","292","Concentration: (not-detected)"
"06","California","06069","San Benito","2008","56%","","3,772","Concentration: (0-<=10)"
"06","California","06069","San Benito","2008","1%","","80","Concentration: (>10)"
"06","California","06069","San Benito","2008","43%","","2,864","Concentration: (not-detected)"
"06","California","06069","San Benito","2009","93%","","6,367","Concentration: (0-<=10)"
"06","California","06069","San Benito","2009","2%","","165","Concentration: (>10)"
"06","California","06069","San Benito","2009","4%","","282","Concentration: (not-detected)"
"06","California","06069","San Benito","2010","95%","","6,477","Concentration: (0-<=10)"
"06","California","06069","San Benito","2010","1%","","55","Concentration: (>10)"
"06","California","06069","San Benito","2010","4%","","282","Concentration: (not-detected)"
"06","California","06069","San Benito","2011","56%","","3,777","Concentration: (0-<=10)"
"06","California","06069","San Benito","2011","1%","","55","Concentration: (>10)"
"06","California","06069","San Benito","2011","43%","","2,938","Concentration: (not-detected)"
"06","California","06069","San Benito","2012","53%","","3,585","Concentration: (0-<=10)"
"06","California","06069","San Benito","2012","1%","","55","Concentration: (>10)"
"06","California","06069","San Benito","2012","47%","","3,174","Concentration: (not-detected)"
"06","California","06069","San Benito","2013","3%","","1,039","Concentration: (0-<=10)"
"06","California","06069","San Benito","2013","0%","","0","Concentration: (>10)"
"06","California","06069","San Benito","2013","97%","","36,152","Concentration: (not-detected)"
"06","California","06069","San Benito","2014","72%","","859","Concentration: (0-<=10)"
"06","California","06069","San Benito","2014","0%","","0","Concentration: (>10)"
"06","California","06069","San Benito","2014","28%","","334","Concentration: (not-detected)"
"06","California","06069","San Benito","2015","91%","","1,086","Concentration: (0-<=10)"
"06","California","06069","San Benito","2015","0%","","0","Concentration: (>10)"
"06","California","06069","San Benito","2015","9%","","107","Concentration: (not-detected)"
"06","California","06069","San Benito","2016","5%","","1,086","Concentration: (0-<=10)"
"06","California","06069","San Benito","2016","0%","","0","Concentration: (>10)"
"06","California","06069","San Benito","2016","95%","","19,296","Concentration: (not-detected)"
"06","California","06069","San Benito","2017","95%","","911","Concentration: (0-<=10)"
"06","California","06069","San Benito","2017","0%","","0","Concentration: (>10)"
"06","California","06069","San Benito","2017","5%","","44","Concentration: (not-detected)"
"06","California","06069","San Benito","2018","58%","","530","Concentration: (0-<=10)"
"06","California","06069","San Benito","2018","6%","","55","Concentration: (>10)"
"06","California","06069","San Benito","2018","36%","","326","Concentration: (not-detected)"
"06","California","06069","San Benito","2019","61%","","579","Concentration: (0-<=10)"
"06","California","06069","San Benito","2019","6%","","55","Concentration: (>10)"
"06","California","06069","San Benito","2019","34%","","321","Concentration: (not-detected)"
"06","California","06069","San Benito","2020","87%","","686","Concentration: (0-<=10)"
"06","California","06069","San Benito","2020","7%","","55","Concentration: (>10)"
"06","California","06069","San Benito","2020","6%","","44","Concentration: (not-detected)"
"06","California","06071","San Bernardino","1999","99%","","1,664,109","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","1999","1%","","16,167","Concentration: (>10)"
"06","California","06071","San Bernardino","1999","0%","","0","Concentration: (not-detected)"
"06","California","06071","San Bernardino","2000","91%","","1,587,912","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","2000","1%","","16,167","Concentration: (>10)"
"06","California","06071","San Bernardino","2000","8%","","145,936","Concentration: (not-detected)"
"06","California","06071","San Bernardino","2001","99%","","1,500,622","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","2001","1%","","16,167","Concentration: (>10)"
"06","California","06071","San Bernardino","2001","0%","","2,583","Concentration: (not-detected)"
"06","California","06071","San Bernardino","2002","99%","","1,566,997","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","2002","1%","","16,167","Concentration: (>10)"
"06","California","06071","San Bernardino","2002","0%","","2,126","Concentration: (not-detected)"
"06","California","06071","San Bernardino","2003","96%","","1,489,927","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","2003","1%","","13,667","Concentration: (>10)"
"06","California","06071","San Bernardino","2003","3%","","53,108","Concentration: (not-detected)"
"06","California","06071","San Bernardino","2004","97%","","1,505,519","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","2004","0%","","0","Concentration: (>10)"
"06","California","06071","San Bernardino","2004","4%","","54,609","Concentration: (not-detected)"
"06","California","06071","San Bernardino","2005","82%","","1,280,593","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","2005","17%","","267,174","Concentration: (>10)"
"06","California","06071","San Bernardino","2005","1%","","20,535","Concentration: (not-detected)"
"06","California","06071","San Bernardino","2006","96%","","1,450,090","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","2006","3%","","40,218","Concentration: (>10)"
"06","California","06071","San Bernardino","2006","2%","","22,675","Concentration: (not-detected)"
"06","California","06071","San Bernardino","2007","89%","","1,547,411","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","2007","10%","","166,487","Concentration: (>10)"
"06","California","06071","San Bernardino","2007","1%","","20,880","Concentration: (not-detected)"
"06","California","06071","San Bernardino","2008","89%","","1,560,009","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","2008","9%","","163,987","Concentration: (>10)"
"06","California","06071","San Bernardino","2008","1%","","22,590","Concentration: (not-detected)"
"06","California","06071","San Bernardino","2009","79%","","1,363,654","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","2009","20%","","338,523","Concentration: (>10)"
"06","California","06071","San Bernardino","2009","1%","","20,490","Concentration: (not-detected)"
"06","California","06071","San Bernardino","2010","57%","","972,619","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","2010","43%","","725,653","Concentration: (>10)"
"06","California","06071","San Bernardino","2010","0%","","3,425","Concentration: (not-detected)"
"06","California","06071","San Bernardino","2011","78%","","1,333,350","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","2011","19%","","324,856","Concentration: (>10)"
"06","California","06071","San Bernardino","2011","3%","","52,733","Concentration: (not-detected)"
"06","California","06071","San Bernardino","2012","77%","","1,330,250","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","2012","20%","","338,523","Concentration: (>10)"
"06","California","06071","San Bernardino","2012","3%","","53,179","Concentration: (not-detected)"
"06","California","06071","San Bernardino","2013","98%","","1,337,691","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","2013","1%","","10,667","Concentration: (>10)"
"06","California","06071","San Bernardino","2013","2%","","21,942","Concentration: (not-detected)"
"06","California","06071","San Bernardino","2014","85%","","1,324,688","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","2014","6%","","86,322","Concentration: (>10)"
"06","California","06071","San Bernardino","2014","9%","","142,496","Concentration: (not-detected)"
"06","California","06071","San Bernardino","2015","93%","","1,441,311","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","2015","0%","","0","Concentration: (>10)"
"06","California","06071","San Bernardino","2015","7%","","110,801","Concentration: (not-detected)"
"06","California","06071","San Bernardino","2016","92%","","1,556,473","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","2016","0%","","900","Concentration: (>10)"
"06","California","06071","San Bernardino","2016","8%","","135,243","Concentration: (not-detected)"
"06","California","06071","San Bernardino","2017","94%","","2,153,882","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","2017","0%","","900","Concentration: (>10)"
"06","California","06071","San Bernardino","2017","6%","","137,565","Concentration: (not-detected)"
"06","California","06071","San Bernardino","2018","87%","","1,565,306","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","2018","2%","","30,130","Concentration: (>10)"
"06","California","06071","San Bernardino","2018","11%","","196,208","Concentration: (not-detected)"
"06","California","06071","San Bernardino","2019","93%","","1,680,237","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","2019","0%","","1,288","Concentration: (>10)"
"06","California","06071","San Bernardino","2019","6%","","115,646","Concentration: (not-detected)"
"06","California","06071","San Bernardino","2020","95%","","1,625,428","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","2020","0%","","1,160","Concentration: (>10)"
"06","California","06071","San Bernardino","2020","5%","","80,873","Concentration: (not-detected)"
"06","California","06073","San Diego","1999","81%","","1,791,465","Concentration: (0-<=10)"
"06","California","06073","San Diego","1999","0%","","0","Concentration: (>10)"
"06","California","06073","San Diego","1999","19%","","408,563","Concentration: (not-detected)"
"06","California","06073","San Diego","2000","75%","","1,788,483","Concentration: (0-<=10)"
"06","California","06073","San Diego","2000","0%","","0","Concentration: (>10)"
"06","California","06073","San Diego","2000","25%","","595,323","Concentration: (not-detected)"
"06","California","06073","San Diego","2001","19%","","453,752","Concentration: (0-<=10)"
"06","California","06073","San Diego","2001","0%","","70","Concentration: (>10)"
"06","California","06073","San Diego","2001","81%","","1,981,038","Concentration: (not-detected)"
"06","California","06073","San Diego","2002","88%","","2,311,178","Concentration: (0-<=10)"
"06","California","06073","San Diego","2002","0%","","360","Concentration: (>10)"
"06","California","06073","San Diego","2002","12%","","302,552","Concentration: (not-detected)"
"06","California","06073","San Diego","2003","68%","","3,920,372","Concentration: (0-<=10)"
"06","California","06073","San Diego","2003","0%","","200","Concentration: (>10)"
"06","California","06073","San Diego","2003","32%","","1,848,417","Concentration: (not-detected)"
"06","California","06073","San Diego","2004","94%","","5,394,193","Concentration: (0-<=10)"
"06","California","06073","San Diego","2004","0%","","120","Concentration: (>10)"
"06","California","06073","San Diego","2004","6%","","330,551","Concentration: (not-detected)"
"06","California","06073","San Diego","2005","99%","","5,607,092","Concentration: (0-<=10)"
"06","California","06073","San Diego","2005","0%","","360","Concentration: (>10)"
"06","California","06073","San Diego","2005","1%","","51,853","Concentration: (not-detected)"
"06","California","06073","San Diego","2006","94%","","5,369,504","Concentration: (0-<=10)"
"06","California","06073","San Diego","2006","0%","","850","Concentration: (>10)"
"06","California","06073","San Diego","2006","6%","","352,114","Concentration: (not-detected)"
"06","California","06073","San Diego","2007","94%","","5,358,816","Concentration: (0-<=10)"
"06","California","06073","San Diego","2007","0%","","70","Concentration: (>10)"
"06","California","06073","San Diego","2007","6%","","353,118","Concentration: (not-detected)"
"06","California","06073","San Diego","2008","98%","","5,685,797","Concentration: (0-<=10)"
"06","California","06073","San Diego","2008","0%","","0","Concentration: (>10)"
"06","California","06073","San Diego","2008","2%","","98,126","Concentration: (not-detected)"
"06","California","06073","San Diego","2009","59%","","3,750,929","Concentration: (0-<=10)"
"06","California","06073","San Diego","2009","0%","","1,170","Concentration: (>10)"
"06","California","06073","San Diego","2009","41%","","2,574,530","Concentration: (not-detected)"
"06","California","06073","San Diego","2010","57%","","3,576,739","Concentration: (0-<=10)"
"06","California","06073","San Diego","2010","0%","","400","Concentration: (>10)"
"06","California","06073","San Diego","2010","43%","","2,749,654","Concentration: (not-detected)"
"06","California","06073","San Diego","2011","64%","","4,040,401","Concentration: (0-<=10)"
"06","California","06073","San Diego","2011","0%","","2,780","Concentration: (>10)"
"06","California","06073","San Diego","2011","36%","","2,284,676","Concentration: (not-detected)"
"06","California","06073","San Diego","2012","96%","","6,088,650","Concentration: (0-<=10)"
"06","California","06073","San Diego","2012","0%","","880","Concentration: (>10)"
"06","California","06073","San Diego","2012","4%","","237,484","Concentration: (not-detected)"
"06","California","06073","San Diego","2013","11%","","236,262","Concentration: (0-<=10)"
"06","California","06073","San Diego","2013","0%","","935","Concentration: (>10)"
"06","California","06073","San Diego","2013","89%","","1,840,818","Concentration: (not-detected)"
"06","California","06073","San Diego","2014","3%","","63,158","Concentration: (0-<=10)"
"06","California","06073","San Diego","2014","0%","","1,220","Concentration: (>10)"
"06","California","06073","San Diego","2014","97%","","2,108,892","Concentration: (not-detected)"
"06","California","06073","San Diego","2015","10%","","231,797","Concentration: (0-<=10)"
"06","California","06073","San Diego","2015","0%","","4,600","Concentration: (>10)"
"06","California","06073","San Diego","2015","89%","","2,012,013","Concentration: (not-detected)"
"06","California","06073","San Diego","2016","9%","","233,018","Concentration: (0-<=10)"
"06","California","06073","San Diego","2016","0%","","4,245","Concentration: (>10)"
"06","California","06073","San Diego","2016","90%","","2,253,544","Concentration: (not-detected)"
"06","California","06073","San Diego","2017","96%","","2,246,035","Concentration: (0-<=10)"
"06","California","06073","San Diego","2017","0%","","3,395","Concentration: (>10)"
"06","California","06073","San Diego","2017","4%","","87,420","Concentration: (not-detected)"
"06","California","06073","San Diego","2018","11%","","260,904","Concentration: (0-<=10)"
"06","California","06073","San Diego","2018","0%","","4,505","Concentration: (>10)"
"06","California","06073","San Diego","2018","89%","","2,070,696","Concentration: (not-detected)"
"06","California","06073","San Diego","2019","11%","","263,255","Concentration: (0-<=10)"
"06","California","06073","San Diego","2019","0%","","3,395","Concentration: (>10)"
"06","California","06073","San Diego","2019","89%","","2,095,611","Concentration: (not-detected)"
"06","California","06073","San Diego","2020","12%","","266,134","Concentration: (0-<=10)"
"06","California","06073","San Diego","2020","0%","","3,173","Concentration: (>10)"
"06","California","06073","San Diego","2020","88%","","2,035,715","Concentration: (not-detected)"
"06","California","06075","San Francisco","1999","100%","","107,023","Concentration: (0-<=10)"
"06","California","06075","San Francisco","1999","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","1999","0%","","0","Concentration: (not-detected)"
"06","California","06075","San Francisco","2000","0%","","0","Concentration: (0-<=10)"
"06","California","06075","San Francisco","2000","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","2000","100%","","107,023","Concentration: (not-detected)"
"06","California","06075","San Francisco","2001","0%","","0","Concentration: (0-<=10)"
"06","California","06075","San Francisco","2001","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","2001","100%","","909,673","Concentration: (not-detected)"
"06","California","06075","San Francisco","2002","0%","","0","Concentration: (0-<=10)"
"06","California","06075","San Francisco","2002","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","2002","100%","","909,673","Concentration: (not-detected)"
"06","California","06075","San Francisco","2003","0%","","0","Concentration: (0-<=10)"
"06","California","06075","San Francisco","2003","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","2003","100%","","909,673","Concentration: (not-detected)"
"06","California","06075","San Francisco","2004","0%","","0","Concentration: (0-<=10)"
"06","California","06075","San Francisco","2004","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","2004","100%","","909,673","Concentration: (not-detected)"
"06","California","06075","San Francisco","2005","0%","","0","Concentration: (0-<=10)"
"06","California","06075","San Francisco","2005","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","2005","100%","","909,673","Concentration: (not-detected)"
"06","California","06075","San Francisco","2006","100%","","909,673","Concentration: (0-<=10)"
"06","California","06075","San Francisco","2006","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","2006","0%","","0","Concentration: (not-detected)"
"06","California","06075","San Francisco","2007","0%","","0","Concentration: (0-<=10)"
"06","California","06075","San Francisco","2007","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","2007","100%","","909,823","Concentration: (not-detected)"
"06","California","06075","San Francisco","2008","0%","","0","Concentration: (0-<=10)"
"06","California","06075","San Francisco","2008","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","2008","100%","","912,223","Concentration: (not-detected)"
"06","California","06075","San Francisco","2009","0%","","0","Concentration: (0-<=10)"
"06","California","06075","San Francisco","2009","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","2009","100%","","912,223","Concentration: (not-detected)"
"06","California","06075","San Francisco","2010","0%","","0","Concentration: (0-<=10)"
"06","California","06075","San Francisco","2010","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","2010","100%","","912,223","Concentration: (not-detected)"
"06","California","06075","San Francisco","2011","0%","","0","Concentration: (0-<=10)"
"06","California","06075","San Francisco","2011","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","2011","100%","","912,223","Concentration: (not-detected)"
"06","California","06075","San Francisco","2012","0%","","0","Concentration: (0-<=10)"
"06","California","06075","San Francisco","2012","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","2012","100%","","909,823","Concentration: (not-detected)"
"06","California","06075","San Francisco","2013","0%","","0","Concentration: (0-<=10)"
"06","California","06075","San Francisco","2013","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","2013","100%","","838,042","Concentration: (not-detected)"
"06","California","06075","San Francisco","2014","0%","","0","Concentration: (0-<=10)"
"06","California","06075","San Francisco","2014","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","2014","100%","","600","Concentration: (not-detected)"
"06","California","06075","San Francisco","2015","0%","","600","Concentration: (0-<=10)"
"06","California","06075","San Francisco","2015","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","2015","100%","","837,442","Concentration: (not-detected)"
"06","California","06075","San Francisco","2016","0%","","0","Concentration: (0-<=10)"
"06","California","06075","San Francisco","2016","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","2016","100%","","600","Concentration: (not-detected)"
"06","California","06075","San Francisco","2017","0%","","0","Concentration: (0-<=10)"
"06","California","06075","San Francisco","2017","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","2017","100%","","600","Concentration: (not-detected)"
"06","California","06075","San Francisco","2018","0%","","0","Concentration: (0-<=10)"
"06","California","06075","San Francisco","2018","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","2018","100%","","750","Concentration: (not-detected)"
"06","California","06075","San Francisco","2019","0%","","0","Concentration: (0-<=10)"
"06","California","06075","San Francisco","2019","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","2019","100%","","600","Concentration: (not-detected)"
"06","California","06075","San Francisco","2020","0%","","0","Concentration: (0-<=10)"
"06","California","06075","San Francisco","2020","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","2020","100%","","600","Concentration: (not-detected)"
"06","California","06077","San Joaquin","1999","39%","","234,517","Concentration: (0-<=10)"
"06","California","06077","San Joaquin","1999","0%","","0","Concentration: (>10)"
"06","California","06077","San Joaquin","1999","61%","","369,662","Concentration: (not-detected)"
"06","California","06077","San Joaquin","2000","31%","","168,186","Concentration: (0-<=10)"
"06","California","06077","San Joaquin","2000","0%","","0","Concentration: (>10)"
"06","California","06077","San Joaquin","2000","69%","","369,662","Concentration: (not-detected)"
"06","California","06077","San Joaquin","2001","14%","","74,739","Concentration: (0-<=10)"
"06","California","06077","San Joaquin","2001","0%","","0","Concentration: (>10)"
"06","California","06077","San Joaquin","2001","86%","","450,576","Concentration: (not-detected)"
"06","California","06077","San Joaquin","2002","40%","","241,274","Concentration: (0-<=10)"
"06","California","06077","San Joaquin","2002","0%","","0","Concentration: (>10)"
"06","California","06077","San Joaquin","2002","60%","","369,354","Concentration: (not-detected)"
"06","California","06077","San Joaquin","2003","39%","","241,580","Concentration: (0-<=10)"
"06","California","06077","San Joaquin","2003","0%","","0","Concentration: (>10)"
"06","California","06077","San Joaquin","2003","61%","","370,239","Concentration: (not-detected)"
"06","California","06077","San Joaquin","2004","31%","","167,657","Concentration: (0-<=10)"
"06","California","06077","San Joaquin","2004","0%","","0","Concentration: (>10)"
"06","California","06077","San Joaquin","2004","69%","","370,309","Concentration: (not-detected)"
"06","California","06077","San Joaquin","2005","40%","","242,714","Concentration: (0-<=10)"
"06","California","06077","San Joaquin","2005","0%","","0","Concentration: (>10)"
"06","California","06077","San Joaquin","2005","60%","","370,364","Concentration: (not-detected)"
"06","California","06077","San Joaquin","2006","70%","","428,481","Concentration: (0-<=10)"
"06","California","06077","San Joaquin","2006","0%","","0","Concentration: (>10)"
"06","California","06077","San Joaquin","2006","30%","","184,817","Concentration: (not-detected)"
"06","California","06077","San Joaquin","2007","58%","","360,960","Concentration: (0-<=10)"
"06","California","06077","San Joaquin","2007","0%","","1,126","Concentration: (>10)"
"06","California","06077","San Joaquin","2007","42%","","263,505","Concentration: (not-detected)"
"06","California","06077","San Joaquin","2008","87%","","476,029","Concentration: (0-<=10)"
"06","California","06077","San Joaquin","2008","12%","","63,511","Concentration: (>10)"
"06","California","06077","San Joaquin","2008","1%","","6,525","Concentration: (not-detected)"
"06","California","06077","San Joaquin","2009","44%","","273,523","Concentration: (0-<=10)"
"06","California","06077","San Joaquin","2009","0%","","100","Concentration: (>10)"
"06","California","06077","San Joaquin","2009","56%","","345,410","Concentration: (not-detected)"
"06","California","06077","San Joaquin","2010","35%","","213,967","Concentration: (0-<=10)"
"06","California","06077","San Joaquin","2010","10%","","63,610","Concentration: (>10)"
"06","California","06077","San Joaquin","2010","55%","","340,966","Concentration: (not-detected)"
"06","California","06077","San Joaquin","2011","71%","","445,745","Concentration: (0-<=10)"
"06","California","06077","San Joaquin","2011","0%","","139","Concentration: (>10)"
"06","California","06077","San Joaquin","2011","29%","","179,907","Concentration: (not-detected)"
"06","California","06077","San Joaquin","2012","45%","","279,624","Concentration: (0-<=10)"
"06","California","06077","San Joaquin","2012","0%","","139","Concentration: (>10)"
"06","California","06077","San Joaquin","2012","55%","","345,485","Concentration: (not-detected)"
"06","California","06077","San Joaquin","2013","57%","","339,090","Concentration: (0-<=10)"
"06","California","06077","San Joaquin","2013","0%","","198","Concentration: (>10)"
"06","California","06077","San Joaquin","2013","43%","","255,154","Concentration: (not-detected)"
"06","California","06077","San Joaquin","2014","57%","","346,892","Concentration: (0-<=10)"
"06","California","06077","San Joaquin","2014","0%","","198","Concentration: (>10)"
"06","California","06077","San Joaquin","2014","43%","","259,442","Concentration: (not-detected)"
"06","California","06077","San Joaquin","2015","57%","","339,236","Concentration: (0-<=10)"
"06","California","06077","San Joaquin","2015","0%","","238","Concentration: (>10)"
"06","California","06077","San Joaquin","2015","43%","","254,356","Concentration: (not-detected)"
"06","California","06077","San Joaquin","2016","55%","","333,449","Concentration: (0-<=10)"
"06","California","06077","San Joaquin","2016","0%","","100","Concentration: (>10)"
"06","California","06077","San Joaquin","2016","45%","","269,604","Concentration: (not-detected)"
"06","California","06077","San Joaquin","2017","47%","","325,799","Concentration: (0-<=10)"
"06","California","06077","San Joaquin","2017","0%","","0","Concentration: (>10)"
"06","California","06077","San Joaquin","2017","53%","","365,222","Concentration: (not-detected)"
"06","California","06077","San Joaquin","2018","53%","","325,884","Concentration: (0-<=10)"
"06","California","06077","San Joaquin","2018","0%","","0","Concentration: (>10)"
"06","California","06077","San Joaquin","2018","47%","","287,334","Concentration: (not-detected)"
"06","California","06077","San Joaquin","2019","54%","","327,745","Concentration: (0-<=10)"
"06","California","06077","San Joaquin","2019","0%","","0","Concentration: (>10)"
"06","California","06077","San Joaquin","2019","46%","","275,326","Concentration: (not-detected)"
"06","California","06077","San Joaquin","2020","58%","","355,080","Concentration: (0-<=10)"
"06","California","06077","San Joaquin","2020","0%","","39","Concentration: (>10)"
"06","California","06077","San Joaquin","2020","42%","","258,970","Concentration: (not-detected)"
"06","California","06079","San Luis Obispo","1999","90%","","174,799","Concentration: (0-<=10)"
"06","California","06079","San Luis Obispo","1999","0%","","0","Concentration: (>10)"
"06","California","06079","San Luis Obispo","1999","10%","","18,620","Concentration: (not-detected)"
"06","California","06079","San Luis Obispo","2000","43%","","81,664","Concentration: (0-<=10)"
"06","California","06079","San Luis Obispo","2000","0%","","0","Concentration: (>10)"
"06","California","06079","San Luis Obispo","2000","57%","","106,598","Concentration: (not-detected)"
"06","California","06079","San Luis Obispo","2001","99%","","159,533","Concentration: (0-<=10)"
"06","California","06079","San Luis Obispo","2001","0%","","0","Concentration: (>10)"
"06","California","06079","San Luis Obispo","2001","1%","","1,774","Concentration: (not-detected)"
"06","California","06079","San Luis Obispo","2002","99%","","121,519","Concentration: (0-<=10)"
"06","California","06079","San Luis Obispo","2002","0%","","530","Concentration: (>10)"
"06","California","06079","San Luis Obispo","2002","1%","","870","Concentration: (not-detected)"
"06","California","06079","San Luis Obispo","2003","68%","","115,255","Concentration: (0-<=10)"
"06","California","06079","San Luis Obispo","2003","5%","","9,351","Concentration: (>10)"
"06","California","06079","San Luis Obispo","2003","27%","","45,679","Concentration: (not-detected)"
"06","California","06079","San Luis Obispo","2004","92%","","132,027","Concentration: (0-<=10)"
"06","California","06079","San Luis Obispo","2004","0%","","635","Concentration: (>10)"
"06","California","06079","San Luis Obispo","2004","8%","","11,349","Concentration: (not-detected)"
"06","California","06079","San Luis Obispo","2005","73%","","124,201","Concentration: (0-<=10)"
"06","California","06079","San Luis Obispo","2005","0%","","605","Concentration: (>10)"
"06","California","06079","San Luis Obispo","2005","27%","","46,114","Concentration: (not-detected)"
"06","California","06079","San Luis Obispo","2006","58%","","99,390","Concentration: (0-<=10)"
