"StateFIPS","State","CountyFIPS","County","Year","Value","Data Comment","Number of people","Concentration"
"06","California","06033","Lake","2005","80%","","26,926","Concentration: (0-<=10)"
"06","California","06033","Lake","2005","0%","","0","Concentration: (>10)"
"06","California","06033","Lake","2005","20%","","6,584","Concentration: (not-detected)"
"06","California","06033","Lake","2006","62%","","21,679","Concentration: (0-<=10)"
"06","California","06033","Lake","2006","0%","","0","Concentration: (>10)"
"06","California","06033","Lake","2006","38%","","13,037","Concentration: (not-detected)"
"06","California","06033","Lake","2007","25%","","11,867","Concentration: (0-<=10)"
"06","California","06033","Lake","2007","0%","","0","Concentration: (>10)"
"06","California","06033","Lake","2007","75%","","34,943","Concentration: (not-detected)"
"06","California","06033","Lake","2008","37%","","14,097","Concentration: (0-<=10)"
"06","California","06033","Lake","2008","0%","","0","Concentration: (>10)"
"06","California","06033","Lake","2008","63%","","23,586","Concentration: (not-detected)"
"06","California","06033","Lake","2009","44%","","22,053","Concentration: (0-<=10)"
"06","California","06033","Lake","2009","5%","","2,463","Concentration: (>10)"
"06","California","06033","Lake","2009","51%","","25,643","Concentration: (not-detected)"
"06","California","06033","Lake","2010","36%","","18,383","Concentration: (0-<=10)"
"06","California","06033","Lake","2010","0%","","0","Concentration: (>10)"
"06","California","06033","Lake","2010","64%","","32,341","Concentration: (not-detected)"
"06","California","06033","Lake","2011","44%","","22,160","Concentration: (0-<=10)"
"06","California","06033","Lake","2011","0%","","0","Concentration: (>10)"
"06","California","06033","Lake","2011","56%","","28,606","Concentration: (not-detected)"
"06","California","06033","Lake","2012","33%","","16,761","Concentration: (0-<=10)"
"06","California","06033","Lake","2012","0%","","0","Concentration: (>10)"
"06","California","06033","Lake","2012","67%","","33,825","Concentration: (not-detected)"
"06","California","06033","Lake","2013","30%","","13,330","Concentration: (0-<=10)"
"06","California","06033","Lake","2013","0%","","0","Concentration: (>10)"
"06","California","06033","Lake","2013","70%","","30,845","Concentration: (not-detected)"
"06","California","06033","Lake","2014","23%","","11,327","Concentration: (0-<=10)"
"06","California","06033","Lake","2014","0%","","0","Concentration: (>10)"
"06","California","06033","Lake","2014","77%","","38,003","Concentration: (not-detected)"
"06","California","06033","Lake","2015","28%","","12,901","Concentration: (0-<=10)"
"06","California","06033","Lake","2015","0%","","0","Concentration: (>10)"
"06","California","06033","Lake","2015","72%","","33,402","Concentration: (not-detected)"
"06","California","06033","Lake","2016","27%","","14,645","Concentration: (0-<=10)"
"06","California","06033","Lake","2016","0%","","0","Concentration: (>10)"
"06","California","06033","Lake","2016","73%","","39,570","Concentration: (not-detected)"
"06","California","06033","Lake","2017","40%","","20,049","Concentration: (0-<=10)"
"06","California","06033","Lake","2017","0%","","0","Concentration: (>10)"
"06","California","06033","Lake","2017","60%","","30,049","Concentration: (not-detected)"
"06","California","06033","Lake","2018","15%","","7,250","Concentration: (0-<=10)"
"06","California","06033","Lake","2018","0%","","0","Concentration: (>10)"
"06","California","06033","Lake","2018","85%","","39,733","Concentration: (not-detected)"
"06","California","06033","Lake","2019","16%","","7,250","Concentration: (0-<=10)"
"06","California","06033","Lake","2019","0%","","0","Concentration: (>10)"
"06","California","06033","Lake","2019","84%","","37,141","Concentration: (not-detected)"
"06","California","06033","Lake","2020","17%","","9,607","Concentration: (0-<=10)"
"06","California","06033","Lake","2020","0%","","0","Concentration: (>10)"
"06","California","06033","Lake","2020","83%","","48,274","Concentration: (not-detected)"
"06","California","06035","Lassen","1999","99%","","32,093","Concentration: (0-<=10)"
"06","California","06035","Lassen","1999","0%","","0","Concentration: (>10)"
"06","California","06035","Lassen","1999","1%","","374","Concentration: (not-detected)"
"06","California","06035","Lassen","2000","81%","","21,654","Concentration: (0-<=10)"
"06","California","06035","Lassen","2000","0%","","0","Concentration: (>10)"
"06","California","06035","Lassen","2000","19%","","5,161","Concentration: (not-detected)"
"06","California","06035","Lassen","2001","77%","","26,275","Concentration: (0-<=10)"
"06","California","06035","Lassen","2001","0%","","0","Concentration: (>10)"
"06","California","06035","Lassen","2001","23%","","7,694","Concentration: (not-detected)"
"06","California","06035","Lassen","2002","95%","","12,143","Concentration: (0-<=10)"
"06","California","06035","Lassen","2002","0%","","0","Concentration: (>10)"
"06","California","06035","Lassen","2002","5%","","594","Concentration: (not-detected)"
"06","California","06035","Lassen","2003","74%","","24,708","Concentration: (0-<=10)"
"06","California","06035","Lassen","2003","0%","","0","Concentration: (>10)"
"06","California","06035","Lassen","2003","26%","","8,861","Concentration: (not-detected)"
"06","California","06035","Lassen","2004","58%","","10,694","Concentration: (0-<=10)"
"06","California","06035","Lassen","2004","0%","","0","Concentration: (>10)"
"06","California","06035","Lassen","2004","42%","","7,729","Concentration: (not-detected)"
"06","California","06035","Lassen","2005","92%","","23,437","Concentration: (0-<=10)"
"06","California","06035","Lassen","2005","0%","","0","Concentration: (>10)"
"06","California","06035","Lassen","2005","8%","","2,000","Concentration: (not-detected)"
"06","California","06035","Lassen","2006","90%","","26,342","Concentration: (0-<=10)"
"06","California","06035","Lassen","2006","0%","","0","Concentration: (>10)"
"06","California","06035","Lassen","2006","10%","","3,060","Concentration: (not-detected)"
"06","California","06035","Lassen","2007","72%","","20,079","Concentration: (0-<=10)"
"06","California","06035","Lassen","2007","0%","","0","Concentration: (>10)"
"06","California","06035","Lassen","2007","28%","","7,982","Concentration: (not-detected)"
"06","California","06035","Lassen","2008","100%","","24,847","Concentration: (0-<=10)"
"06","California","06035","Lassen","2008","0%","","0","Concentration: (>10)"
"06","California","06035","Lassen","2008","0%","","0","Concentration: (not-detected)"
"06","California","06035","Lassen","2009","80%","","13,323","Concentration: (0-<=10)"
"06","California","06035","Lassen","2009","0%","","0","Concentration: (>10)"
"06","California","06035","Lassen","2009","20%","","3,332","Concentration: (not-detected)"
"06","California","06035","Lassen","2010","85%","","20,923","Concentration: (0-<=10)"
"06","California","06035","Lassen","2010","0%","","0","Concentration: (>10)"
"06","California","06035","Lassen","2010","15%","","3,770","Concentration: (not-detected)"
"06","California","06035","Lassen","2011","90%","","22,302","Concentration: (0-<=10)"
"06","California","06035","Lassen","2011","0%","","0","Concentration: (>10)"
"06","California","06035","Lassen","2011","10%","","2,582","Concentration: (not-detected)"
"06","California","06035","Lassen","2012","96%","","22,567","Concentration: (0-<=10)"
"06","California","06035","Lassen","2012","0%","","0","Concentration: (>10)"
"06","California","06035","Lassen","2012","4%","","820","Concentration: (not-detected)"
"06","California","06035","Lassen","2013","95%","","10,360","Concentration: (0-<=10)"
"06","California","06035","Lassen","2013","0%","","0","Concentration: (>10)"
"06","California","06035","Lassen","2013","5%","","500","Concentration: (not-detected)"
"06","California","06035","Lassen","2014","95%","","10,360","Concentration: (0-<=10)"
"06","California","06035","Lassen","2014","0%","","0","Concentration: (>10)"
"06","California","06035","Lassen","2014","5%","","500","Concentration: (not-detected)"
"06","California","06035","Lassen","2015","99%","","10,360","Concentration: (0-<=10)"
"06","California","06035","Lassen","2015","0%","","0","Concentration: (>10)"
"06","California","06035","Lassen","2015","1%","","62","Concentration: (not-detected)"
"06","California","06035","Lassen","2016","97%","","20,992","Concentration: (0-<=10)"
"06","California","06035","Lassen","2016","0%","","0","Concentration: (>10)"
"06","California","06035","Lassen","2016","3%","","562","Concentration: (not-detected)"
"06","California","06035","Lassen","2017","95%","","11,831","Concentration: (0-<=10)"
"06","California","06035","Lassen","2017","0%","","0","Concentration: (>10)"
"06","California","06035","Lassen","2017","5%","","562","Concentration: (not-detected)"
"06","California","06035","Lassen","2018","50%","","9,755","Concentration: (0-<=10)"
"06","California","06035","Lassen","2018","0%","","0","Concentration: (>10)"
"06","California","06035","Lassen","2018","50%","","9,881","Concentration: (not-detected)"
"06","California","06035","Lassen","2019","50%","","9,755","Concentration: (0-<=10)"
"06","California","06035","Lassen","2019","0%","","0","Concentration: (>10)"
"06","California","06035","Lassen","2019","50%","","9,881","Concentration: (not-detected)"
"06","California","06035","Lassen","2020","94%","","17,519","Concentration: (0-<=10)"
"06","California","06035","Lassen","2020","0%","","0","Concentration: (>10)"
"06","California","06035","Lassen","2020","6%","","1,167","Concentration: (not-detected)"
"06","California","06037","Los Angeles","1999","98%","","9,214,066","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","1999","2%","","145,382","Concentration: (>10)"
"06","California","06037","Los Angeles","1999","0%","","6,143","Concentration: (not-detected)"
"06","California","06037","Los Angeles","2000","98%","","9,102,081","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","2000","1%","","114,204","Concentration: (>10)"
"06","California","06037","Los Angeles","2000","0%","","41,540","Concentration: (not-detected)"
"06","California","06037","Los Angeles","2001","98%","","9,099,808","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","2001","2%","","197,559","Concentration: (>10)"
"06","California","06037","Los Angeles","2001","0%","","451","Concentration: (not-detected)"
"06","California","06037","Los Angeles","2002","100%","","9,137,968","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","2002","0%","","26,400","Concentration: (>10)"
"06","California","06037","Los Angeles","2002","0%","","14,749","Concentration: (not-detected)"
"06","California","06037","Los Angeles","2003","100%","","9,436,533","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","2003","0%","","41,040","Concentration: (>10)"
"06","California","06037","Los Angeles","2003","0%","","15","Concentration: (not-detected)"
"06","California","06037","Los Angeles","2004","100%","","9,550,720","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","2004","0%","","4,500","Concentration: (>10)"
"06","California","06037","Los Angeles","2004","0%","","19,690","Concentration: (not-detected)"
"06","California","06037","Los Angeles","2005","100%","","9,652,290","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","2005","0%","","9,828","Concentration: (>10)"
"06","California","06037","Los Angeles","2005","0%","","24,263","Concentration: (not-detected)"
"06","California","06037","Los Angeles","2006","95%","","9,121,923","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","2006","5%","","508,958","Concentration: (>10)"
"06","California","06037","Los Angeles","2006","0%","","135","Concentration: (not-detected)"
"06","California","06037","Los Angeles","2007","95%","","9,124,593","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","2007","5%","","467,275","Concentration: (>10)"
"06","California","06037","Los Angeles","2007","0%","","44,019","Concentration: (not-detected)"
"06","California","06037","Los Angeles","2008","95%","","9,016,691","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","2008","5%","","497,553","Concentration: (>10)"
"06","California","06037","Los Angeles","2008","0%","","40","Concentration: (not-detected)"
"06","California","06037","Los Angeles","2009","93%","","9,364,754","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","2009","7%","","658,980","Concentration: (>10)"
"06","California","06037","Los Angeles","2009","0%","","3,850","Concentration: (not-detected)"
"06","California","06037","Los Angeles","2010","95%","","9,498,154","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","2010","5%","","526,579","Concentration: (>10)"
"06","California","06037","Los Angeles","2010","0%","","87","Concentration: (not-detected)"
"06","California","06037","Los Angeles","2011","97%","","9,750,060","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","2011","2%","","200,779","Concentration: (>10)"
"06","California","06037","Los Angeles","2011","1%","","73,715","Concentration: (not-detected)"
"06","California","06037","Los Angeles","2012","97%","","9,760,492","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","2012","3%","","262,194","Concentration: (>10)"
"06","California","06037","Los Angeles","2012","0%","","135","Concentration: (not-detected)"
"06","California","06037","Los Angeles","2013","92%","","7,185,536","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","2013","0%","","9,900","Concentration: (>10)"
"06","California","06037","Los Angeles","2013","8%","","597,186","Concentration: (not-detected)"
"06","California","06037","Los Angeles","2014","91%","","7,061,378","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","2014","1%","","42,034","Concentration: (>10)"
"06","California","06037","Los Angeles","2014","8%","","628,744","Concentration: (not-detected)"
"06","California","06037","Los Angeles","2015","90%","","6,976,837","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","2015","0%","","9,900","Concentration: (>10)"
"06","California","06037","Los Angeles","2015","9%","","732,502","Concentration: (not-detected)"
"06","California","06037","Los Angeles","2016","88%","","7,128,332","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","2016","2%","","176,382","Concentration: (>10)"
"06","California","06037","Los Angeles","2016","10%","","783,878","Concentration: (not-detected)"
"06","California","06037","Los Angeles","2017","91%","","7,607,064","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","2017","2%","","125,475","Concentration: (>10)"
"06","California","06037","Los Angeles","2017","7%","","601,475","Concentration: (not-detected)"
"06","California","06037","Los Angeles","2018","89%","","6,965,141","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","2018","0%","","36,827","Concentration: (>10)"
"06","California","06037","Los Angeles","2018","11%","","855,580","Concentration: (not-detected)"
"06","California","06037","Los Angeles","2019","87%","","6,734,040","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","2019","3%","","196,122","Concentration: (>10)"
"06","California","06037","Los Angeles","2019","10%","","794,508","Concentration: (not-detected)"
"06","California","06037","Los Angeles","2020","88%","","6,771,322","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","2020","4%","","289,697","Concentration: (>10)"
"06","California","06037","Los Angeles","2020","8%","","633,963","Concentration: (not-detected)"
"06","California","06039","Madera","1999","60%","","23,935","Concentration: (0-<=10)"
"06","California","06039","Madera","1999","6%","","2,255","Concentration: (>10)"
"06","California","06039","Madera","1999","34%","","13,599","Concentration: (not-detected)"
"06","California","06039","Madera","2000","55%","","20,725","Concentration: (0-<=10)"
"06","California","06039","Madera","2000","6%","","2,255","Concentration: (>10)"
"06","California","06039","Madera","2000","39%","","14,765","Concentration: (not-detected)"
"06","California","06039","Madera","2001","85%","","26,190","Concentration: (0-<=10)"
"06","California","06039","Madera","2001","0%","","0","Concentration: (>10)"
"06","California","06039","Madera","2001","15%","","4,666","Concentration: (not-detected)"
"06","California","06039","Madera","2002","98%","","30,485","Concentration: (0-<=10)"
"06","California","06039","Madera","2002","0%","","0","Concentration: (>10)"
"06","California","06039","Madera","2002","2%","","600","Concentration: (not-detected)"
"06","California","06039","Madera","2003","82%","","27,321","Concentration: (0-<=10)"
"06","California","06039","Madera","2003","0%","","0","Concentration: (>10)"
"06","California","06039","Madera","2003","18%","","5,833","Concentration: (not-detected)"
"06","California","06039","Madera","2004","95%","","30,421","Concentration: (0-<=10)"
"06","California","06039","Madera","2004","0%","","0","Concentration: (>10)"
"06","California","06039","Madera","2004","5%","","1,488","Concentration: (not-detected)"
"06","California","06039","Madera","2005","95%","","31,157","Concentration: (0-<=10)"
"06","California","06039","Madera","2005","0%","","0","Concentration: (>10)"
"06","California","06039","Madera","2005","5%","","1,505","Concentration: (not-detected)"
"06","California","06039","Madera","2006","88%","","32,724","Concentration: (0-<=10)"
"06","California","06039","Madera","2006","0%","","145","Concentration: (>10)"
"06","California","06039","Madera","2006","11%","","4,128","Concentration: (not-detected)"
"06","California","06039","Madera","2007","88%","","33,258","Concentration: (0-<=10)"
"06","California","06039","Madera","2007","0%","","145","Concentration: (>10)"
"06","California","06039","Madera","2007","12%","","4,472","Concentration: (not-detected)"
"06","California","06039","Madera","2008","87%","","33,813","Concentration: (0-<=10)"
"06","California","06039","Madera","2008","0%","","45","Concentration: (>10)"
"06","California","06039","Madera","2008","13%","","5,063","Concentration: (not-detected)"
"06","California","06039","Madera","2009","87%","","33,743","Concentration: (0-<=10)"
"06","California","06039","Madera","2009","0%","","45","Concentration: (>10)"
"06","California","06039","Madera","2009","13%","","4,938","Concentration: (not-detected)"
"06","California","06039","Madera","2010","78%","","29,739","Concentration: (0-<=10)"
"06","California","06039","Madera","2010","0%","","0","Concentration: (>10)"
"06","California","06039","Madera","2010","22%","","8,432","Concentration: (not-detected)"
"06","California","06039","Madera","2011","79%","","30,208","Concentration: (0-<=10)"
"06","California","06039","Madera","2011","0%","","0","Concentration: (>10)"
"06","California","06039","Madera","2011","21%","","8,023","Concentration: (not-detected)"
"06","California","06039","Madera","2012","80%","","28,954","Concentration: (0-<=10)"
"06","California","06039","Madera","2012","0%","","0","Concentration: (>10)"
"06","California","06039","Madera","2012","20%","","7,340","Concentration: (not-detected)"
"06","California","06039","Madera","2013","54%","","16,898","Concentration: (0-<=10)"
"06","California","06039","Madera","2013","0%","","0","Concentration: (>10)"
"06","California","06039","Madera","2013","46%","","14,433","Concentration: (not-detected)"
"06","California","06039","Madera","2014","64%","","17,098","Concentration: (0-<=10)"
"06","California","06039","Madera","2014","0%","","0","Concentration: (>10)"
"06","California","06039","Madera","2014","36%","","9,797","Concentration: (not-detected)"
"06","California","06039","Madera","2015","65%","","16,907","Concentration: (0-<=10)"
"06","California","06039","Madera","2015","0%","","0","Concentration: (>10)"
"06","California","06039","Madera","2015","35%","","8,908","Concentration: (not-detected)"
"06","California","06039","Madera","2016","62%","","24,718","Concentration: (0-<=10)"
"06","California","06039","Madera","2016","0%","","0","Concentration: (>10)"
"06","California","06039","Madera","2016","38%","","14,861","Concentration: (not-detected)"
"06","California","06039","Madera","2017","50%","","16,589","Concentration: (0-<=10)"
"06","California","06039","Madera","2017","0%","","0","Concentration: (>10)"
"06","California","06039","Madera","2017","50%","","16,900","Concentration: (not-detected)"
"06","California","06039","Madera","2018","49%","","17,328","Concentration: (0-<=10)"
"06","California","06039","Madera","2018","0%","","60","Concentration: (>10)"
"06","California","06039","Madera","2018","51%","","18,038","Concentration: (not-detected)"
"06","California","06039","Madera","2019","51%","","17,923","Concentration: (0-<=10)"
"06","California","06039","Madera","2019","0%","","0","Concentration: (>10)"
"06","California","06039","Madera","2019","49%","","16,952","Concentration: (not-detected)"
"06","California","06039","Madera","2020","65%","","19,497","Concentration: (0-<=10)"
"06","California","06039","Madera","2020","1%","","150","Concentration: (>10)"
"06","California","06039","Madera","2020","35%","","10,419","Concentration: (not-detected)"
"06","California","06041","Marin","1999","76%","","196,064","Concentration: (0-<=10)"
"06","California","06041","Marin","1999","0%","","0","Concentration: (>10)"
"06","California","06041","Marin","1999","24%","","62,700","Concentration: (not-detected)"
"06","California","06041","Marin","2000","76%","","198,464","Concentration: (0-<=10)"
"06","California","06041","Marin","2000","0%","","0","Concentration: (>10)"
"06","California","06041","Marin","2000","24%","","62,700","Concentration: (not-detected)"
"06","California","06041","Marin","2001","99%","","260,664","Concentration: (0-<=10)"
"06","California","06041","Marin","2001","0%","","0","Concentration: (>10)"
"06","California","06041","Marin","2001","1%","","1,700","Concentration: (not-detected)"
"06","California","06041","Marin","2002","99%","","259,587","Concentration: (0-<=10)"
"06","California","06041","Marin","2002","0%","","0","Concentration: (>10)"
"06","California","06041","Marin","2002","1%","","1,700","Concentration: (not-detected)"
"06","California","06041","Marin","2003","100%","","200,139","Concentration: (0-<=10)"
"06","California","06041","Marin","2003","0%","","0","Concentration: (>10)"
"06","California","06041","Marin","2003","0%","","125","Concentration: (not-detected)"
"06","California","06041","Marin","2004","76%","","199,364","Concentration: (0-<=10)"
"06","California","06041","Marin","2004","0%","","0","Concentration: (>10)"
"06","California","06041","Marin","2004","24%","","62,700","Concentration: (not-detected)"
"06","California","06041","Marin","2005","99%","","198,588","Concentration: (0-<=10)"
"06","California","06041","Marin","2005","0%","","0","Concentration: (>10)"
"06","California","06041","Marin","2005","1%","","2,402","Concentration: (not-detected)"
"06","California","06041","Marin","2006","76%","","200,817","Concentration: (0-<=10)"
"06","California","06041","Marin","2006","0%","","0","Concentration: (>10)"
"06","California","06041","Marin","2006","24%","","63,402","Concentration: (not-detected)"
"06","California","06041","Marin","2007","76%","","200,762","Concentration: (0-<=10)"
"06","California","06041","Marin","2007","0%","","0","Concentration: (>10)"
"06","California","06041","Marin","2007","24%","","63,752","Concentration: (not-detected)"
"06","California","06041","Marin","2008","76%","","200,762","Concentration: (0-<=10)"
"06","California","06041","Marin","2008","0%","","0","Concentration: (>10)"
"06","California","06041","Marin","2008","24%","","63,752","Concentration: (not-detected)"
"06","California","06041","Marin","2009","76%","","200,762","Concentration: (0-<=10)"
"06","California","06041","Marin","2009","0%","","0","Concentration: (>10)"
"06","California","06041","Marin","2009","24%","","63,432","Concentration: (not-detected)"
"06","California","06041","Marin","2010","77%","","201,464","Concentration: (0-<=10)"
"06","California","06041","Marin","2010","0%","","0","Concentration: (>10)"
"06","California","06041","Marin","2010","23%","","61,380","Concentration: (not-detected)"
"06","California","06041","Marin","2011","99%","","199,862","Concentration: (0-<=10)"
"06","California","06041","Marin","2011","0%","","0","Concentration: (>10)"
"06","California","06041","Marin","2011","1%","","1,052","Concentration: (not-detected)"
"06","California","06041","Marin","2012","99%","","200,762","Concentration: (0-<=10)"
"06","California","06041","Marin","2012","0%","","0","Concentration: (>10)"
"06","California","06041","Marin","2012","1%","","2,782","Concentration: (not-detected)"
"06","California","06041","Marin","2013","76%","","198,747","Concentration: (0-<=10)"
"06","California","06041","Marin","2013","0%","","0","Concentration: (>10)"
"06","California","06041","Marin","2013","24%","","61,626","Concentration: (not-detected)"
"06","California","06041","Marin","2014","76%","","197,072","Concentration: (0-<=10)"
"06","California","06041","Marin","2014","0%","","0","Concentration: (>10)"
"06","California","06041","Marin","2014","24%","","63,326","Concentration: (not-detected)"
"06","California","06041","Marin","2015","100%","","200,392","Concentration: (0-<=10)"
"06","California","06041","Marin","2015","0%","","0","Concentration: (>10)"
"06","California","06041","Marin","2015","0%","","126","Concentration: (not-detected)"
"06","California","06041","Marin","2016","76%","","198,747","Concentration: (0-<=10)"
"06","California","06041","Marin","2016","0%","","0","Concentration: (>10)"
"06","California","06041","Marin","2016","24%","","63,326","Concentration: (not-detected)"
"06","California","06041","Marin","2017","100%","","194,430","Concentration: (0-<=10)"
"06","California","06041","Marin","2017","0%","","0","Concentration: (>10)"
"06","California","06041","Marin","2017","0%","","51","Concentration: (not-detected)"
"06","California","06041","Marin","2018","1%","","1,710","Concentration: (0-<=10)"
"06","California","06041","Marin","2018","0%","","0","Concentration: (>10)"
"06","California","06041","Marin","2018","99%","","192,071","Concentration: (not-detected)"
"06","California","06041","Marin","2019","0%","","210","Concentration: (0-<=10)"
"06","California","06041","Marin","2019","0%","","0","Concentration: (>10)"
"06","California","06041","Marin","2019","100%","","190,643","Concentration: (not-detected)"
"06","California","06041","Marin","2020","2%","","4,330","Concentration: (0-<=10)"
"06","California","06041","Marin","2020","0%","","0","Concentration: (>10)"
"06","California","06041","Marin","2020","98%","","189,143","Concentration: (not-detected)"
"06","California","06043","Mariposa","1999","68%","","3,465","Concentration: (0-<=10)"
"06","California","06043","Mariposa","1999","0%","","0","Concentration: (>10)"
"06","California","06043","Mariposa","1999","32%","","1,650","Concentration: (not-detected)"
"06","California","06043","Mariposa","2000","72%","","3,665","Concentration: (0-<=10)"
"06","California","06043","Mariposa","2000","0%","","0","Concentration: (>10)"
"06","California","06043","Mariposa","2000","28%","","1,450","Concentration: (not-detected)"
"06","California","06043","Mariposa","2001","60%","","2,998","Concentration: (0-<=10)"
"06","California","06043","Mariposa","2001","0%","","0","Concentration: (>10)"
"06","California","06043","Mariposa","2001","40%","","1,985","Concentration: (not-detected)"
"06","California","06043","Mariposa","2002","68%","","3,465","Concentration: (0-<=10)"
"06","California","06043","Mariposa","2002","0%","","0","Concentration: (>10)"
"06","California","06043","Mariposa","2002","32%","","1,658","Concentration: (not-detected)"
"06","California","06043","Mariposa","2003","71%","","3,833","Concentration: (0-<=10)"
"06","California","06043","Mariposa","2003","0%","","0","Concentration: (>10)"
"06","California","06043","Mariposa","2003","29%","","1,583","Concentration: (not-detected)"
"06","California","06043","Mariposa","2004","65%","","3,465","Concentration: (0-<=10)"
"06","California","06043","Mariposa","2004","0%","","0","Concentration: (>10)"
"06","California","06043","Mariposa","2004","35%","","1,903","Concentration: (not-detected)"
"06","California","06043","Mariposa","2005","65%","","3,465","Concentration: (0-<=10)"
"06","California","06043","Mariposa","2005","0%","","0","Concentration: (>10)"
"06","California","06043","Mariposa","2005","35%","","1,903","Concentration: (not-detected)"
"06","California","06043","Mariposa","2006","65%","","3,465","Concentration: (0-<=10)"
"06","California","06043","Mariposa","2006","0%","","0","Concentration: (>10)"
"06","California","06043","Mariposa","2006","35%","","1,858","Concentration: (not-detected)"
"06","California","06043","Mariposa","2007","68%","","3,665","Concentration: (0-<=10)"
"06","California","06043","Mariposa","2007","0%","","0","Concentration: (>10)"
"06","California","06043","Mariposa","2007","32%","","1,703","Concentration: (not-detected)"
"06","California","06043","Mariposa","2008","74%","","3,965","Concentration: (0-<=10)"
"06","California","06043","Mariposa","2008","0%","","0","Concentration: (>10)"
"06","California","06043","Mariposa","2008","26%","","1,403","Concentration: (not-detected)"
"06","California","06043","Mariposa","2009","41%","","2,205","Concentration: (0-<=10)"
"06","California","06043","Mariposa","2009","0%","","0","Concentration: (>10)"
"06","California","06043","Mariposa","2009","59%","","3,163","Concentration: (not-detected)"
"06","California","06043","Mariposa","2010","54%","","2,870","Concentration: (0-<=10)"
"06","California","06043","Mariposa","2010","0%","","0","Concentration: (>10)"
"06","California","06043","Mariposa","2010","46%","","2,453","Concentration: (not-detected)"
"06","California","06043","Mariposa","2011","47%","","2,533","Concentration: (0-<=10)"
"06","California","06043","Mariposa","2011","0%","","0","Concentration: (>10)"
"06","California","06043","Mariposa","2011","53%","","2,835","Concentration: (not-detected)"
"06","California","06043","Mariposa","2012","68%","","3,465","Concentration: (0-<=10)"
"06","California","06043","Mariposa","2012","0%","","0","Concentration: (>10)"
"06","California","06043","Mariposa","2012","32%","","1,603","Concentration: (not-detected)"
"06","California","06043","Mariposa","2013","80%","","3,233","Concentration: (0-<=10)"
"06","California","06043","Mariposa","2013","0%","","0","Concentration: (>10)"
"06","California","06043","Mariposa","2013","20%","","800","Concentration: (not-detected)"
"06","California","06043","Mariposa","2014","59%","","2,553","Concentration: (0-<=10)"
"06","California","06043","Mariposa","2014","0%","","0","Concentration: (>10)"
"06","California","06043","Mariposa","2014","41%","","1,764","Concentration: (not-detected)"
"06","California","06043","Mariposa","2015","61%","","2,553","Concentration: (0-<=10)"
"06","California","06043","Mariposa","2015","0%","","0","Concentration: (>10)"
"06","California","06043","Mariposa","2015","39%","","1,614","Concentration: (not-detected)"
"06","California","06043","Mariposa","2016","80%","","3,418","Concentration: (0-<=10)"
"06","California","06043","Mariposa","2016","0%","","0","Concentration: (>10)"
"06","California","06043","Mariposa","2016","20%","","854","Concentration: (not-detected)"
"06","California","06043","Mariposa","2017","66%","","2,443","Concentration: (0-<=10)"
"06","California","06043","Mariposa","2017","0%","","0","Concentration: (>10)"
"06","California","06043","Mariposa","2017","34%","","1,285","Concentration: (not-detected)"
"06","California","06043","Mariposa","2018","52%","","2,193","Concentration: (0-<=10)"
"06","California","06043","Mariposa","2018","0%","","0","Concentration: (>10)"
"06","California","06043","Mariposa","2018","48%","","2,009","Concentration: (not-detected)"
"06","California","06043","Mariposa","2019","44%","","2,193","Concentration: (0-<=10)"
"06","California","06043","Mariposa","2019","0%","","0","Concentration: (>10)"
"06","California","06043","Mariposa","2019","56%","","2,831","Concentration: (not-detected)"
"06","California","06043","Mariposa","2020","57%","","2,468","Concentration: (0-<=10)"
"06","California","06043","Mariposa","2020","0%","","0","Concentration: (>10)"
"06","California","06043","Mariposa","2020","44%","","1,900","Concentration: (not-detected)"
"06","California","06045","Mendocino","1999","69%","","34,653","Concentration: (0-<=10)"
"06","California","06045","Mendocino","1999","0%","","0","Concentration: (>10)"
"06","California","06045","Mendocino","1999","31%","","15,699","Concentration: (not-detected)"
"06","California","06045","Mendocino","2000","41%","","18,807","Concentration: (0-<=10)"
"06","California","06045","Mendocino","2000","0%","","0","Concentration: (>10)"
"06","California","06045","Mendocino","2000","59%","","26,910","Concentration: (not-detected)"
"06","California","06045","Mendocino","2001","46%","","22,542","Concentration: (0-<=10)"
