"StateFIPS","State","CountyFIPS","County","Year","Value","Data Comment","Number of people","Concentration"
"06","California","06029","Kern","2000","2%","","12,013","Concentration: (>10)"
"06","California","06029","Kern","2000","94%","","505,637","Concentration: (not-detected)"
"06","California","06029","Kern","2001","75%","","217,509","Concentration: (0-<=10)"
"06","California","06029","Kern","2001","6%","","17,308","Concentration: (>10)"
"06","California","06029","Kern","2001","19%","","54,778","Concentration: (not-detected)"
"06","California","06029","Kern","2002","87%","","225,593","Concentration: (0-<=10)"
"06","California","06029","Kern","2002","1%","","3,121","Concentration: (>10)"
"06","California","06029","Kern","2002","12%","","31,584","Concentration: (not-detected)"
"06","California","06029","Kern","2003","51%","","278,751","Concentration: (0-<=10)"
"06","California","06029","Kern","2003","3%","","15,249","Concentration: (>10)"
"06","California","06029","Kern","2003","46%","","249,493","Concentration: (not-detected)"
"06","California","06029","Kern","2004","7%","","40,292","Concentration: (0-<=10)"
"06","California","06029","Kern","2004","5%","","25,537","Concentration: (>10)"
"06","California","06029","Kern","2004","88%","","496,873","Concentration: (not-detected)"
"06","California","06029","Kern","2005","52%","","292,649","Concentration: (0-<=10)"
"06","California","06029","Kern","2005","2%","","11,410","Concentration: (>10)"
"06","California","06029","Kern","2005","46%","","256,788","Concentration: (not-detected)"
"06","California","06029","Kern","2006","48%","","262,583","Concentration: (0-<=10)"
"06","California","06029","Kern","2006","4%","","19,375","Concentration: (>10)"
"06","California","06029","Kern","2006","48%","","261,260","Concentration: (not-detected)"
"06","California","06029","Kern","2007","75%","","427,613","Concentration: (0-<=10)"
"06","California","06029","Kern","2007","3%","","19,710","Concentration: (>10)"
"06","California","06029","Kern","2007","22%","","122,703","Concentration: (not-detected)"
"06","California","06029","Kern","2008","81%","","474,883","Concentration: (0-<=10)"
"06","California","06029","Kern","2008","9%","","55,316","Concentration: (>10)"
"06","California","06029","Kern","2008","9%","","53,807","Concentration: (not-detected)"
"06","California","06029","Kern","2009","83%","","576,302","Concentration: (0-<=10)"
"06","California","06029","Kern","2009","11%","","75,344","Concentration: (>10)"
"06","California","06029","Kern","2009","6%","","38,590","Concentration: (not-detected)"
"06","California","06029","Kern","2010","50%","","335,404","Concentration: (0-<=10)"
"06","California","06029","Kern","2010","36%","","239,146","Concentration: (>10)"
"06","California","06029","Kern","2010","14%","","95,819","Concentration: (not-detected)"
"06","California","06029","Kern","2011","49%","","317,157","Concentration: (0-<=10)"
"06","California","06029","Kern","2011","16%","","100,683","Concentration: (>10)"
"06","California","06029","Kern","2011","35%","","229,567","Concentration: (not-detected)"
"06","California","06029","Kern","2012","67%","","489,793","Concentration: (0-<=10)"
"06","California","06029","Kern","2012","13%","","97,188","Concentration: (>10)"
"06","California","06029","Kern","2012","20%","","143,409","Concentration: (not-detected)"
"06","California","06029","Kern","2013","90%","","584,752","Concentration: (0-<=10)"
"06","California","06029","Kern","2013","10%","","62,708","Concentration: (>10)"
"06","California","06029","Kern","2013","1%","","3,792","Concentration: (not-detected)"
"06","California","06029","Kern","2014","62%","","356,908","Concentration: (0-<=10)"
"06","California","06029","Kern","2014","32%","","182,392","Concentration: (>10)"
"06","California","06029","Kern","2014","7%","","38,401","Concentration: (not-detected)"
"06","California","06029","Kern","2015","70%","","436,101","Concentration: (0-<=10)"
"06","California","06029","Kern","2015","30%","","188,530","Concentration: (>10)"
"06","California","06029","Kern","2015","0%","","1,391","Concentration: (not-detected)"
"06","California","06029","Kern","2016","79%","","396,777","Concentration: (0-<=10)"
"06","California","06029","Kern","2016","14%","","72,017","Concentration: (>10)"
"06","California","06029","Kern","2016","7%","","36,443","Concentration: (not-detected)"
"06","California","06029","Kern","2017","57%","","421,981","Concentration: (0-<=10)"
"06","California","06029","Kern","2017","34%","","250,306","Concentration: (>10)"
"06","California","06029","Kern","2017","10%","","71,669","Concentration: (not-detected)"
"06","California","06029","Kern","2018","61%","","445,939","Concentration: (0-<=10)"
"06","California","06029","Kern","2018","35%","","253,964","Concentration: (>10)"
"06","California","06029","Kern","2018","4%","","25,776","Concentration: (not-detected)"
"06","California","06029","Kern","2019","61%","","446,495","Concentration: (0-<=10)"
"06","California","06029","Kern","2019","35%","","254,583","Concentration: (>10)"
"06","California","06029","Kern","2019","4%","","25,858","Concentration: (not-detected)"
"06","California","06029","Kern","2020","24%","","167,002","Concentration: (0-<=10)"
"06","California","06029","Kern","2020","68%","","483,746","Concentration: (>10)"
"06","California","06029","Kern","2020","8%","","58,249","Concentration: (not-detected)"
"06","California","06031","Kings","1999","10%","","1,301","Concentration: (0-<=10)"
"06","California","06031","Kings","1999","12%","","1,499","Concentration: (>10)"
"06","California","06031","Kings","1999","78%","","10,130","Concentration: (not-detected)"
"06","California","06031","Kings","2000","0%","","0","Concentration: (0-<=10)"
"06","California","06031","Kings","2000","85%","","55,880","Concentration: (>10)"
"06","California","06031","Kings","2000","15%","","10,130","Concentration: (not-detected)"
"06","California","06031","Kings","2001","0%","","0","Concentration: (0-<=10)"
"06","California","06031","Kings","2001","85%","","55,880","Concentration: (>10)"
"06","California","06031","Kings","2001","15%","","10,130","Concentration: (not-detected)"
"06","California","06031","Kings","2002","2%","","1,481","Concentration: (0-<=10)"
"06","California","06031","Kings","2002","83%","","56,280","Concentration: (>10)"
"06","California","06031","Kings","2002","15%","","10,130","Concentration: (not-detected)"
"06","California","06031","Kings","2003","0%","","38","Concentration: (0-<=10)"
"06","California","06031","Kings","2003","84%","","55,930","Concentration: (>10)"
"06","California","06031","Kings","2003","16%","","10,530","Concentration: (not-detected)"
"06","California","06031","Kings","2004","0%","","0","Concentration: (0-<=10)"
"06","California","06031","Kings","2004","85%","","56,376","Concentration: (>10)"
"06","California","06031","Kings","2004","15%","","10,130","Concentration: (not-detected)"
"06","California","06031","Kings","2005","21%","","17,537","Concentration: (0-<=10)"
"06","California","06031","Kings","2005","67%","","55,960","Concentration: (>10)"
"06","California","06031","Kings","2005","12%","","10,130","Concentration: (not-detected)"
"06","California","06031","Kings","2006","3%","","3,239","Concentration: (0-<=10)"
"06","California","06031","Kings","2006","73%","","80,464","Concentration: (>10)"
"06","California","06031","Kings","2006","24%","","26,766","Concentration: (not-detected)"
"06","California","06031","Kings","2007","26%","","24,154","Concentration: (0-<=10)"
"06","California","06031","Kings","2007","61%","","56,310","Concentration: (>10)"
"06","California","06031","Kings","2007","12%","","11,461","Concentration: (not-detected)"
"06","California","06031","Kings","2008","55%","","56,060","Concentration: (0-<=10)"
"06","California","06031","Kings","2008","29%","","28,848","Concentration: (>10)"
"06","California","06031","Kings","2008","16%","","16,236","Concentration: (not-detected)"
"06","California","06031","Kings","2009","50%","","55,918","Concentration: (0-<=10)"
"06","California","06031","Kings","2009","26%","","28,760","Concentration: (>10)"
"06","California","06031","Kings","2009","24%","","26,491","Concentration: (not-detected)"
"06","California","06031","Kings","2010","51%","","57,256","Concentration: (0-<=10)"
"06","California","06031","Kings","2010","26%","","29,559","Concentration: (>10)"
"06","California","06031","Kings","2010","23%","","26,366","Concentration: (not-detected)"
"06","California","06031","Kings","2011","50%","","57,361","Concentration: (0-<=10)"
"06","California","06031","Kings","2011","26%","","29,609","Concentration: (>10)"
"06","California","06031","Kings","2011","24%","","26,841","Concentration: (not-detected)"
"06","California","06031","Kings","2012","53%","","72,154","Concentration: (0-<=10)"
"06","California","06031","Kings","2012","40%","","54,394","Concentration: (>10)"
"06","California","06031","Kings","2012","8%","","10,580","Concentration: (not-detected)"
"06","California","06031","Kings","2013","22%","","16,236","Concentration: (0-<=10)"
"06","California","06031","Kings","2013","78%","","57,517","Concentration: (>10)"
"06","California","06031","Kings","2013","0%","","75","Concentration: (not-detected)"
"06","California","06031","Kings","2014","56%","","41,049","Concentration: (0-<=10)"
"06","California","06031","Kings","2014","44%","","32,704","Concentration: (>10)"
"06","California","06031","Kings","2014","0%","","75","Concentration: (not-detected)"
"06","California","06031","Kings","2015","20%","","27,849","Concentration: (0-<=10)"
"06","California","06031","Kings","2015","80%","","113,031","Concentration: (>10)"
"06","California","06031","Kings","2015","0%","","0","Concentration: (not-detected)"
"06","California","06031","Kings","2016","38%","","32,454","Concentration: (0-<=10)"
"06","California","06031","Kings","2016","62%","","53,338","Concentration: (>10)"
"06","California","06031","Kings","2016","0%","","400","Concentration: (not-detected)"
"06","California","06031","Kings","2017","22%","","18,297","Concentration: (0-<=10)"
"06","California","06031","Kings","2017","64%","","54,156","Concentration: (>10)"
"06","California","06031","Kings","2017","14%","","12,000","Concentration: (not-detected)"
"06","California","06031","Kings","2018","64%","","51,887","Concentration: (0-<=10)"
"06","California","06031","Kings","2018","36%","","29,343","Concentration: (>10)"
"06","California","06031","Kings","2018","0%","","0","Concentration: (not-detected)"
"06","California","06031","Kings","2019","79%","","113,558","Concentration: (0-<=10)"
"06","California","06031","Kings","2019","21%","","29,343","Concentration: (>10)"
"06","California","06031","Kings","2019","0%","","0","Concentration: (not-detected)"
"06","California","06031","Kings","2020","18%","","14,000","Concentration: (0-<=10)"
"06","California","06031","Kings","2020","65%","","49,728","Concentration: (>10)"
"06","California","06031","Kings","2020","17%","","13,218","Concentration: (not-detected)"
"06","California","06033","Lake","1999","5%","","293","Concentration: (0-<=10)"
"06","California","06033","Lake","1999","39%","","2,200","Concentration: (>10)"
"06","California","06033","Lake","1999","55%","","3,083","Concentration: (not-detected)"
"06","California","06033","Lake","2000","20%","","2,325","Concentration: (0-<=10)"
"06","California","06033","Lake","2000","0%","","0","Concentration: (>10)"
"06","California","06033","Lake","2000","80%","","9,072","Concentration: (not-detected)"
"06","California","06033","Lake","2001","1%","","81","Concentration: (0-<=10)"
"06","California","06033","Lake","2001","0%","","0","Concentration: (>10)"
"06","California","06033","Lake","2001","99%","","13,889","Concentration: (not-detected)"
"06","California","06033","Lake","2002","57%","","9,904","Concentration: (0-<=10)"
"06","California","06033","Lake","2002","0%","","0","Concentration: (>10)"
"06","California","06033","Lake","2002","43%","","7,455","Concentration: (not-detected)"
"06","California","06033","Lake","2003","39%","","11,130","Concentration: (0-<=10)"
"06","California","06033","Lake","2003","0%","","0","Concentration: (>10)"
"06","California","06033","Lake","2003","61%","","17,707","Concentration: (not-detected)"
"06","California","06033","Lake","2004","69%","","12,364","Concentration: (0-<=10)"
"06","California","06033","Lake","2004","0%","","0","Concentration: (>10)"
"06","California","06033","Lake","2004","31%","","5,587","Concentration: (not-detected)"
"06","California","06033","Lake","2005","9%","","1,850","Concentration: (0-<=10)"
"06","California","06033","Lake","2005","0%","","0","Concentration: (>10)"
"06","California","06033","Lake","2005","91%","","18,464","Concentration: (not-detected)"
"06","California","06033","Lake","2006","20%","","3,640","Concentration: (0-<=10)"
"06","California","06033","Lake","2006","0%","","0","Concentration: (>10)"
"06","California","06033","Lake","2006","80%","","14,343","Concentration: (not-detected)"
"06","California","06033","Lake","2007","9%","","3,129","Concentration: (0-<=10)"
"06","California","06033","Lake","2007","0%","","0","Concentration: (>10)"
"06","California","06033","Lake","2007","91%","","31,378","Concentration: (not-detected)"
"06","California","06033","Lake","2008","17%","","3,878","Concentration: (0-<=10)"
"06","California","06033","Lake","2008","0%","","0","Concentration: (>10)"
"06","California","06033","Lake","2008","83%","","18,928","Concentration: (not-detected)"
"06","California","06033","Lake","2009","56%","","24,188","Concentration: (0-<=10)"
"06","California","06033","Lake","2009","0%","","0","Concentration: (>10)"
"06","California","06033","Lake","2009","44%","","18,932","Concentration: (not-detected)"
"06","California","06033","Lake","2010","3%","","911","Concentration: (0-<=10)"
"06","California","06033","Lake","2010","6%","","2,200","Concentration: (>10)"
"06","California","06033","Lake","2010","91%","","31,857","Concentration: (not-detected)"
"06","California","06033","Lake","2011","12%","","4,078","Concentration: (0-<=10)"
"06","California","06033","Lake","2011","0%","","0","Concentration: (>10)"
"06","California","06033","Lake","2011","88%","","30,466","Concentration: (not-detected)"
"06","California","06033","Lake","2012","4%","","1,603","Concentration: (0-<=10)"
"06","California","06033","Lake","2012","6%","","2,200","Concentration: (>10)"
"06","California","06033","Lake","2012","89%","","32,176","Concentration: (not-detected)"
"06","California","06033","Lake","2013","24%","","8,994","Concentration: (0-<=10)"
"06","California","06033","Lake","2013","0%","","0","Concentration: (>10)"
"06","California","06033","Lake","2013","76%","","28,881","Concentration: (not-detected)"
"06","California","06033","Lake","2014","21%","","10,124","Concentration: (0-<=10)"
"06","California","06033","Lake","2014","0%","","0","Concentration: (>10)"
"06","California","06033","Lake","2014","79%","","37,032","Concentration: (not-detected)"
"06","California","06033","Lake","2015","42%","","19,093","Concentration: (0-<=10)"
"06","California","06033","Lake","2015","0%","","0","Concentration: (>10)"
"06","California","06033","Lake","2015","58%","","26,838","Concentration: (not-detected)"
"06","California","06033","Lake","2016","77%","","34,514","Concentration: (0-<=10)"
"06","California","06033","Lake","2016","0%","","0","Concentration: (>10)"
"06","California","06033","Lake","2016","23%","","10,239","Concentration: (not-detected)"
"06","California","06033","Lake","2017","35%","","14,753","Concentration: (0-<=10)"
"06","California","06033","Lake","2017","0%","","0","Concentration: (>10)"
"06","California","06033","Lake","2017","65%","","27,186","Concentration: (not-detected)"
"06","California","06033","Lake","2018","15%","","6,280","Concentration: (0-<=10)"
"06","California","06033","Lake","2018","0%","","0","Concentration: (>10)"
"06","California","06033","Lake","2018","85%","","35,641","Concentration: (not-detected)"
"06","California","06033","Lake","2019","22%","","6,972","Concentration: (0-<=10)"
"06","California","06033","Lake","2019","6%","","1,902","Concentration: (>10)"
"06","California","06033","Lake","2019","72%","","23,273","Concentration: (not-detected)"
"06","California","06033","Lake","2020","35%","","15,830","Concentration: (0-<=10)"
"06","California","06033","Lake","2020","4%","","1,902","Concentration: (>10)"
"06","California","06033","Lake","2020","61%","","27,374","Concentration: (not-detected)"
"06","California","06035","Lassen","1999","17%","","1,920","Concentration: (0-<=10)"
"06","California","06035","Lassen","1999","0%","","0","Concentration: (>10)"
"06","California","06035","Lassen","1999","83%","","9,693","Concentration: (not-detected)"
"06","California","06035","Lassen","2000","14%","","1,724","Concentration: (0-<=10)"
"06","California","06035","Lassen","2000","0%","","0","Concentration: (>10)"
"06","California","06035","Lassen","2000","86%","","11,040","Concentration: (not-detected)"
"06","California","06035","Lassen","2001","55%","","6,000","Concentration: (0-<=10)"
"06","California","06035","Lassen","2001","0%","","0","Concentration: (>10)"
"06","California","06035","Lassen","2001","45%","","4,988","Concentration: (not-detected)"
"06","California","06035","Lassen","2002","93%","","1,820","Concentration: (0-<=10)"
"06","California","06035","Lassen","2002","0%","","0","Concentration: (>10)"
"06","California","06035","Lassen","2002","7%","","146","Concentration: (not-detected)"
"06","California","06035","Lassen","2003","100%","","3,600","Concentration: (0-<=10)"
"06","California","06035","Lassen","2003","0%","","0","Concentration: (>10)"
"06","California","06035","Lassen","2003","0%","","0","Concentration: (not-detected)"
"06","California","06035","Lassen","2004","70%","","3,600","Concentration: (0-<=10)"
"06","California","06035","Lassen","2004","0%","","0","Concentration: (>10)"
"06","California","06035","Lassen","2004","30%","","1,518","Concentration: (not-detected)"
"06","California","06035","Lassen","2005","40%","","3,600","Concentration: (0-<=10)"
"06","California","06035","Lassen","2005","0%","","0","Concentration: (>10)"
"06","California","06035","Lassen","2005","60%","","5,430","Concentration: (not-detected)"
"06","California","06035","Lassen","2006","100%","","2,100","Concentration: (0-<=10)"
"06","California","06035","Lassen","2006","0%","","0","Concentration: (>10)"
"06","California","06035","Lassen","2006","0%","","0","Concentration: (not-detected)"
"06","California","06035","Lassen","2007","53%","","162","Concentration: (0-<=10)"
"06","California","06035","Lassen","2007","0%","","0","Concentration: (>10)"
"06","California","06035","Lassen","2007","47%","","146","Concentration: (not-detected)"
"06","California","06035","Lassen","2008","55%","","13,147","Concentration: (0-<=10)"
"06","California","06035","Lassen","2008","38%","","9,132","Concentration: (>10)"
"06","California","06035","Lassen","2008","6%","","1,518","Concentration: (not-detected)"
"06","California","06035","Lassen","2009","21%","","2,420","Concentration: (0-<=10)"
"06","California","06035","Lassen","2009","79%","","9,132","Concentration: (>10)"
"06","California","06035","Lassen","2009","0%","","30","Concentration: (not-detected)"
"06","California","06035","Lassen","2010","51%","","9,547","Concentration: (0-<=10)"
"06","California","06035","Lassen","2010","49%","","9,132","Concentration: (>10)"
"06","California","06035","Lassen","2010","0%","","0","Concentration: (not-detected)"
"06","California","06035","Lassen","2011","1%","","162","Concentration: (0-<=10)"
"06","California","06035","Lassen","2011","80%","","9,132","Concentration: (>10)"
"06","California","06035","Lassen","2011","18%","","2,100","Concentration: (not-detected)"
"06","California","06035","Lassen","2012","14%","","1,500","Concentration: (0-<=10)"
"06","California","06035","Lassen","2012","85%","","9,132","Concentration: (>10)"
"06","California","06035","Lassen","2012","1%","","99","Concentration: (not-detected)"
"06","California","06035","Lassen","2013","0%","","0","Concentration: (0-<=10)"
"06","California","06035","Lassen","2013","98%","","9,132","Concentration: (>10)"
"06","California","06035","Lassen","2013","2%","","146","Concentration: (not-detected)"
"06","California","06035","Lassen","2014","48%","","9,132","Concentration: (0-<=10)"
"06","California","06035","Lassen","2014","0%","","0","Concentration: (>10)"
"06","California","06035","Lassen","2014","52%","","9,947","Concentration: (not-detected)"
"06","California","06035","Lassen","2015","100%","","9,132","Concentration: (0-<=10)"
"06","California","06035","Lassen","2015","0%","","0","Concentration: (>10)"
"06","California","06035","Lassen","2015","0%","","0","Concentration: (not-detected)"
"06","California","06035","Lassen","2016","100%","","9,194","Concentration: (0-<=10)"
"06","California","06035","Lassen","2016","0%","","0","Concentration: (>10)"
"06","California","06035","Lassen","2016","0%","","0","Concentration: (not-detected)"
"06","California","06035","Lassen","2017","94%","","9,132","Concentration: (0-<=10)"
"06","California","06035","Lassen","2017","0%","","0","Concentration: (>10)"
"06","California","06035","Lassen","2017","6%","","568","Concentration: (not-detected)"
"06","California","06035","Lassen","2018","100%","","8,703","Concentration: (0-<=10)"
"06","California","06035","Lassen","2018","0%","","0","Concentration: (>10)"
"06","California","06035","Lassen","2018","0%","","0","Concentration: (not-detected)"
"06","California","06035","Lassen","2019","52%","","9,439","Concentration: (0-<=10)"
"06","California","06035","Lassen","2019","48%","","8,641","Concentration: (>10)"
"06","California","06035","Lassen","2019","0%","","0","Concentration: (not-detected)"
"06","California","06035","Lassen","2020","0%","","0","Concentration: (0-<=10)"
"06","California","06035","Lassen","2020","100%","","8,641","Concentration: (>10)"
"06","California","06035","Lassen","2020","0%","","0","Concentration: (not-detected)"
"06","California","06037","Los Angeles","1999","91%","","8,213,498","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","1999","5%","","422,406","Concentration: (>10)"
"06","California","06037","Los Angeles","1999","4%","","369,222","Concentration: (not-detected)"
"06","California","06037","Los Angeles","2000","95%","","8,449,940","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","2000","2%","","150,055","Concentration: (>10)"
"06","California","06037","Los Angeles","2000","3%","","277,318","Concentration: (not-detected)"
"06","California","06037","Los Angeles","2001","48%","","4,310,977","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","2001","2%","","221,588","Concentration: (>10)"
"06","California","06037","Los Angeles","2001","50%","","4,497,091","Concentration: (not-detected)"
"06","California","06037","Los Angeles","2002","95%","","8,572,884","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","2002","2%","","220,160","Concentration: (>10)"
"06","California","06037","Los Angeles","2002","2%","","202,895","Concentration: (not-detected)"
"06","California","06037","Los Angeles","2003","47%","","4,291,612","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","2003","2%","","197,611","Concentration: (>10)"
"06","California","06037","Los Angeles","2003","50%","","4,577,716","Concentration: (not-detected)"
"06","California","06037","Los Angeles","2004","52%","","4,999,952","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","2004","5%","","437,922","Concentration: (>10)"
"06","California","06037","Los Angeles","2004","44%","","4,199,506","Concentration: (not-detected)"
"06","California","06037","Los Angeles","2005","84%","","8,173,123","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","2005","6%","","535,145","Concentration: (>10)"
"06","California","06037","Los Angeles","2005","10%","","989,333","Concentration: (not-detected)"
"06","California","06037","Los Angeles","2006","53%","","4,864,196","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","2006","2%","","189,013","Concentration: (>10)"
"06","California","06037","Los Angeles","2006","45%","","4,124,806","Concentration: (not-detected)"
"06","California","06037","Los Angeles","2007","88%","","8,197,984","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","2007","2%","","201,529","Concentration: (>10)"
"06","California","06037","Los Angeles","2007","10%","","896,073","Concentration: (not-detected)"
"06","California","06037","Los Angeles","2008","93%","","8,593,739","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","2008","2%","","152,928","Concentration: (>10)"
"06","California","06037","Los Angeles","2008","5%","","459,752","Concentration: (not-detected)"
"06","California","06037","Los Angeles","2009","94%","","9,272,966","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","2009","1%","","98,676","Concentration: (>10)"
"06","California","06037","Los Angeles","2009","5%","","477,649","Concentration: (not-detected)"
"06","California","06037","Los Angeles","2010","95%","","9,247,964","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","2010","1%","","90,692","Concentration: (>10)"
"06","California","06037","Los Angeles","2010","5%","","440,273","Concentration: (not-detected)"
"06","California","06037","Los Angeles","2011","92%","","9,027,573","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","2011","0%","","43,521","Concentration: (>10)"
"06","California","06037","Los Angeles","2011","8%","","793,284","Concentration: (not-detected)"
"06","California","06037","Los Angeles","2012","55%","","5,374,755","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","2012","0%","","36,889","Concentration: (>10)"
"06","California","06037","Los Angeles","2012","45%","","4,393,925","Concentration: (not-detected)"
"06","California","06037","Los Angeles","2013","77%","","5,167,561","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","2013","1%","","48,309","Concentration: (>10)"
"06","California","06037","Los Angeles","2013","22%","","1,463,529","Concentration: (not-detected)"
"06","California","06037","Los Angeles","2014","81%","","5,694,222","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","2014","3%","","228,477","Concentration: (>10)"
"06","California","06037","Los Angeles","2014","15%","","1,078,526","Concentration: (not-detected)"
"06","California","06037","Los Angeles","2015","84%","","5,307,269","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","2015","0%","","431","Concentration: (>10)"
"06","California","06037","Los Angeles","2015","16%","","1,003,149","Concentration: (not-detected)"
"06","California","06037","Los Angeles","2016","79%","","5,430,376","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","2016","1%","","91,908","Concentration: (>10)"
"06","California","06037","Los Angeles","2016","20%","","1,351,137","Concentration: (not-detected)"
"06","California","06037","Los Angeles","2017","78%","","5,876,115","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","2017","1%","","62,267","Concentration: (>10)"
"06","California","06037","Los Angeles","2017","22%","","1,629,056","Concentration: (not-detected)"
"06","California","06037","Los Angeles","2018","85%","","5,788,090","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","2018","1%","","55,215","Concentration: (>10)"
"06","California","06037","Los Angeles","2018","15%","","994,922","Concentration: (not-detected)"
"06","California","06037","Los Angeles","2019","77%","","5,187,192","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","2019","1%","","61,996","Concentration: (>10)"
"06","California","06037","Los Angeles","2019","22%","","1,477,960","Concentration: (not-detected)"
"06","California","06037","Los Angeles","2020","74%","","4,791,159","Concentration: (0-<=10)"
"06","California","06037","Los Angeles","2020","0%","","751","Concentration: (>10)"
"06","California","06037","Los Angeles","2020","26%","","1,715,814","Concentration: (not-detected)"
"06","California","06039","Madera","1999","66%","","7,155","Concentration: (0-<=10)"
"06","California","06039","Madera","1999","34%","","3,678","Concentration: (>10)"
"06","California","06039","Madera","1999","0%","","0","Concentration: (not-detected)"
"06","California","06039","Madera","2000","22%","","17,382","Concentration: (0-<=10)"
"06","California","06039","Madera","2000","0%","","0","Concentration: (>10)"
"06","California","06039","Madera","2000","78%","","63,166","Concentration: (not-detected)"
"06","California","06039","Madera","2001","10%","","7,937","Concentration: (0-<=10)"
"06","California","06039","Madera","2001","9%","","7,170","Concentration: (>10)"
"06","California","06039","Madera","2001","80%","","62,300","Concentration: (not-detected)"
"06","California","06039","Madera","2002","12%","","8,660","Concentration: (0-<=10)"
"06","California","06039","Madera","2002","0%","","250","Concentration: (>10)"
"06","California","06039","Madera","2002","88%","","64,120","Concentration: (not-detected)"
"06","California","06039","Madera","2003","18%","","13,546","Concentration: (0-<=10)"
"06","California","06039","Madera","2003","0%","","137","Concentration: (>10)"
"06","California","06039","Madera","2003","82%","","62,230","Concentration: (not-detected)"
"06","California","06039","Madera","2004","25%","","22,324","Concentration: (0-<=10)"
"06","California","06039","Madera","2004","5%","","4,137","Concentration: (>10)"
"06","California","06039","Madera","2004","70%","","62,414","Concentration: (not-detected)"
"06","California","06039","Madera","2005","12%","","9,212","Concentration: (0-<=10)"
"06","California","06039","Madera","2005","7%","","5,324","Concentration: (>10)"
"06","California","06039","Madera","2005","81%","","63,629","Concentration: (not-detected)"
"06","California","06039","Madera","2006","14%","","11,177","Concentration: (0-<=10)"
"06","California","06039","Madera","2006","7%","","5,682","Concentration: (>10)"
"06","California","06039","Madera","2006","79%","","62,075","Concentration: (not-detected)"
"06","California","06039","Madera","2007","93%","","83,777","Concentration: (0-<=10)"
"06","California","06039","Madera","2007","6%","","5,721","Concentration: (>10)"
"06","California","06039","Madera","2007","1%","","480","Concentration: (not-detected)"
"06","California","06039","Madera","2008","7%","","4,857","Concentration: (0-<=10)"
"06","California","06039","Madera","2008","4%","","2,689","Concentration: (>10)"
"06","California","06039","Madera","2008","90%","","67,141","Concentration: (not-detected)"
"06","California","06039","Madera","2009","15%","","12,407","Concentration: (0-<=10)"
"06","California","06039","Madera","2009","8%","","6,666","Concentration: (>10)"
"06","California","06039","Madera","2009","77%","","63,469","Concentration: (not-detected)"
"06","California","06039","Madera","2010","26%","","24,441","Concentration: (0-<=10)"
"06","California","06039","Madera","2010","7%","","6,311","Concentration: (>10)"
"06","California","06039","Madera","2010","67%","","63,847","Concentration: (not-detected)"
"06","California","06039","Madera","2011","7%","","5,457","Concentration: (0-<=10)"
"06","California","06039","Madera","2011","3%","","2,356","Concentration: (>10)"
"06","California","06039","Madera","2011","89%","","66,308","Concentration: (not-detected)"
"06","California","06039","Madera","2012","91%","","76,772","Concentration: (0-<=10)"
"06","California","06039","Madera","2012","7%","","6,029","Concentration: (>10)"
"06","California","06039","Madera","2012","2%","","1,274","Concentration: (not-detected)"
"06","California","06039","Madera","2013","52%","","10,631","Concentration: (0-<=10)"
"06","California","06039","Madera","2013","29%","","5,921","Concentration: (>10)"
"06","California","06039","Madera","2013","19%","","3,991","Concentration: (not-detected)"
"06","California","06039","Madera","2014","23%","","2,880","Concentration: (0-<=10)"
"06","California","06039","Madera","2014","49%","","6,171","Concentration: (>10)"
"06","California","06039","Madera","2014","28%","","3,437","Concentration: (not-detected)"
"06","California","06039","Madera","2015","66%","","15,083","Concentration: (0-<=10)"
"06","California","06039","Madera","2015","27%","","6,126","Concentration: (>10)"
"06","California","06039","Madera","2015","8%","","1,793","Concentration: (not-detected)"
"06","California","06039","Madera","2016","32%","","8,816","Concentration: (0-<=10)"
"06","California","06039","Madera","2016","23%","","6,140","Concentration: (>10)"
"06","California","06039","Madera","2016","45%","","12,222","Concentration: (not-detected)"
"06","California","06039","Madera","2017","32%","","5,572","Concentration: (0-<=10)"
"06","California","06039","Madera","2017","41%","","7,310","Concentration: (>10)"
"06","California","06039","Madera","2017","27%","","4,737","Concentration: (not-detected)"
"06","California","06039","Madera","2018","49%","","13,035","Concentration: (0-<=10)"
"06","California","06039","Madera","2018","26%","","6,858","Concentration: (>10)"
